AÑO;ÁREA GEOGRÁFICA;Hombres_0;Hombres_1;Hombres_2;Hombres_3;Hombres_4;Hombres_5;Hombres_6;Hombres_7;Hombres_8;Hombres_9;Hombres_10;Hombres_11;Hombres_12;Hombres_13;Hombres_14;Hombres_15;Hombres_16;Hombres_17;Hombres_18;Hombres_19;Hombres_20;Hombres_21;Hombres_22;Hombres_23;Hombres_24;Hombres_25;Hombres_26;Hombres_27;Hombres_28;Hombres_29;Hombres_30;Hombres_31;Hombres_32;Hombres_33;Hombres_34;Hombres_35;Hombres_36;Hombres_37;Hombres_38;Hombres_39;Hombres_40;Hombres_41;Hombres_42;Hombres_43;Hombres_44;Hombres_45;Hombres_46;Hombres_47;Hombres_48;Hombres_49;Hombres_50;Hombres_51;Hombres_52;Hombres_53;Hombres_54;Hombres_55;Hombres_56;Hombres_57;Hombres_58;Hombres_59;Hombres_60;Hombres_61;Hombres_62;Hombres_63;Hombres_64;Hombres_65;Hombres_66;Hombres_67;Hombres_68;Hombres_69;Hombres_70;Hombres_71;Hombres_72;Hombres_73;Hombres_74;Hombres_75;Hombres_76;Hombres_77;Hombres_78;Hombres_79;Hombres_80;Hombres_81;Hombres_82;Hombres_83;Hombres_84;Hombres_85;Hombres_86;Hombres_87;Hombres_88;Hombres_89;Hombres_90;Hombres_91;Hombres_92;Hombres_93;Hombres_94;Hombres_95;Hombres_96;Hombres_97;Hombres_98;Hombres_99;Hombres_100;Mujeres_0;Mujeres_1;Mujeres_2;Mujeres_3;Mujeres_4;Mujeres_5;Mujeres_6;Mujeres_7;Mujeres_8;Mujeres_9;Mujeres_10;Mujeres_11;Mujeres_12;Mujeres_13;Mujeres_14;Mujeres_15;Mujeres_16;Mujeres_17;Mujeres_18;Mujeres_19;Mujeres_20;Mujeres_21;Mujeres_22;Mujeres_23;Mujeres_24;Mujeres_25;Mujeres_26;Mujeres_27;Mujeres_28;Mujeres_29;Mujeres_30;Mujeres_31;Mujeres_32;Mujeres_33;Mujeres_34;Mujeres_35;Mujeres_36;Mujeres_37;Mujeres_38;Mujeres_39;Mujeres_40;Mujeres_41;Mujeres_42;Mujeres_43;Mujeres_44;Mujeres_45;Mujeres_46;Mujeres_47;Mujeres_48;Mujeres_49;Mujeres_50;Mujeres_51;Mujeres_52;Mujeres_53;Mujeres_54;Mujeres_55;Mujeres_56;Mujeres_57;Mujeres_58;Mujeres_59;Mujeres_60;Mujeres_61;Mujeres_62;Mujeres_63;Mujeres_64;Mujeres_65;Mujeres_66;Mujeres_67;Mujeres_68;Mujeres_69;Mujeres_70;Mujeres_71;Mujeres_72;Mujeres_73;Mujeres_74;Mujeres_75;Mujeres_76;Mujeres_77;Mujeres_78;Mujeres_79;Mujeres_80;Mujeres_81;Mujeres_82;Mujeres_83;Mujeres_84;Mujeres_85;Mujeres_86;Mujeres_87;Mujeres_88;Mujeres_89;Mujeres_90;Mujeres_91;Mujeres_92;Mujeres_93;Mujeres_94;Mujeres_95;Mujeres_96;Mujeres_97;Mujeres_98;Mujeres_99;Mujeres_100;Total_0;Total_1;Total_2;Total_3;Total_4;Total_5;Total_6;Total_7;Total_8;Total_9;Total_10;Total_11;Total_12;Total_13;Total_14;Total_15;Total_16;Total_17;Total_18;Total_19;Total_20;Total_21;Total_22;Total_23;Total_24;Total_25;Total_26;Total_27;Total_28;Total_29;Total_30;Total_31;Total_32;Total_33;Total_34;Total_35;Total_36;Total_37;Total_38;Total_39;Total_40;Total_41;Total_42;Total_43;Total_44;Total_45;Total_46;Total_47;Total_48;Total_49;Total_50;Total_51;Total_52;Total_53;Total_54;Total_55;Total_56;Total_57;Total_58;Total_59;Total_60;Total_61;Total_62;Total_63;Total_64;Total_65;Total_66;Total_67;Total_68;Total_69;Total_70;Total_71;Total_72;Total_73;Total_74;Total_75;Total_76;Total_77;Total_78;Total_79;Total_80;Total_81;Total_82;Total_83;Total_84;Total_85;Total_86;Total_87;Total_88;Total_89;Total_90;Total_91;Total_92;Total_93;Total_94;Total_95;Total_96;Total_97;Total_98;Total_99;Total_100;Total Hombres;Total Mujeres;Total
1953;Centros Poblados y Rural Disperso;195.442;179.837;171.180;165.936;160.078;154.696;149.697;144.854;140.321;135.887;131.477;127.200;123.043;119.469;116.008;112.772;109.818;107.173;103.756;100.619;97.279;93.444;89.441;85.804;82.439;79.006;75.545;72.097;68.919;65.861;63.242;61.193;59.462;57.685;55.989;54.653;53.281;51.965;50.914;50.242;49.317;47.848;46.326;44.839;43.614;42.671;42.956;41.522;40.028;38.590;37.093;35.595;34.169;32.833;31.604;30.351;29.104;27.875;26.672;25.479;24.265;22.999;21.699;20.390;19.099;17.851;16.693;15.584;14.627;13.419;12.394;11.368;10.352;9.406;8.497;7.567;6.597;5.643;4.758;3.980;3.335;2.832;2.458;2.207;2.058;1.991;1.999;2.063;1.840;1.555;1.242;936;669;444;277;160;86;42;18;7;115;171.136;157.568;149.861;142.106;135.949;130.234;124.699;119.536;114.615;109.727;105.185;100.340;95.860;91.583;87.454;83.512;79.699;76.108;73.007;70.160;67.326;64.179;61.037;58.332;55.918;53.496;51.084;48.710;46.469;44.284;42.410;40.929;39.603;38.158;36.632;35.482;34.266;33.128;32.222;31.604;30.722;29.281;27.805;26.418;25.337;24.536;24.817;23.918;23.017;22.065;21.098;20.063;19.062;18.159;17.349;16.578;15.887;15.232;14.594;13.970;13.379;12.824;12.296;11.791;11.295;10.772;10.220;9.634;9.137;8.412;7.856;7.298;6.744;6.232;5.726;5.187;4.618;4.028;3.481;2.996;2.598;2.290;2.071;1.930;1.859;1.842;1.870;1.936;1.733;1.470;1.181;894;633;422;264;149;80;40;17;8;167;366.578;337.405;321.041;308.042;296.027;284.930;274.396;264.390;254.936;245.614;236.662;227.540;218.903;211.052;203.462;196.284;189.517;183.281;176.763;170.779;164.605;157.623;150.478;144.136;138.357;132.502;126.629;120.807;115.388;110.145;105.652;102.122;99.065;95.843;92.621;90.135;87.547;85.093;83.136;81.846;80.039;77.129;74.131;71.257;68.951;67.207;67.773;65.440;63.045;60.655;58.191;55.658;53.231;50.992;48.953;46.929;44.991;43.107;41.266;39.449;37.644;35.823;33.995;32.181;30.394;28.623;26.913;25.218;23.764;21.831;20.250;18.666;17.096;15.638;14.223;12.754;11.215;9.671;8.239;6.976;5.933;5.122;4.529;4.137;3.917;3.833;3.869;3.999;3.573;3.025;2.423;1.830;1.302;866;541;309;166;82;35;15;282;5.159.732;3.750.896;8.910.628
1953;Total;283.507;261.808;249.892;242.873;234.853;227.373;220.295;213.474;207.033;200.830;194.793;189.070;183.631;179.037;174.763;170.971;167.758;165.165;161.579;158.470;154.890;150.411;145.342;140.432;135.554;130.459;125.097;119.530;114.116;108.776;104.003;100.152;96.772;93.505;90.447;87.959;85.481;82.983;80.745;78.998;76.849;73.836;70.877;68.216;66.073;64.366;64.524;62.150;59.800;57.573;55.458;53.327;51.217;49.159;47.169;45.178;43.190;41.229;39.298;37.386;35.439;33.427;31.380;29.330;27.339;25.434;23.655;21.979;20.554;18.802;17.315;15.846;14.397;13.039;11.744;10.426;9.070;7.739;6.507;5.431;4.538;3.842;3.329;2.981;2.771;2.677;2.679;2.760;2.452;2.071;1.652;1.247;887;589;367;213;114;55;26;10;175;278.666;257.950;246.369;234.416;224.836;215.873;207.085;198.891;190.979;183.239;175.795;168.518;161.966;155.989;150.554;145.717;141.351;137.568;134.840;132.568;129.869;126.253;122.016;117.918;113.881;109.601;105.059;100.370;95.703;91.061;86.891;83.392;80.299;77.207;74.110;71.743;69.280;66.830;64.666;63.003;60.816;57.539;54.321;51.427;49.223;47.572;48.037;46.259;44.592;42.886;41.278;39.527;37.738;35.989;34.329;32.763;31.330;29.977;28.682;27.415;26.198;25.048;23.926;22.846;21.750;20.628;19.439;18.216;17.215;15.810;14.718;13.643;12.589;11.587;10.610;9.582;8.492;7.389;6.357;5.454;4.709;4.140;3.728;3.464;3.325;3.285;3.325;3.428;3.063;2.595;2.080;1.574;1.117;744;463;266;142;71;31;14;354;562.173;519.758;496.261;477.289;459.689;443.246;427.380;412.365;398.012;384.069;370.588;357.588;345.597;335.026;325.317;316.688;309.109;302.733;296.419;291.038;284.759;276.664;267.358;258.350;249.435;240.060;230.156;219.900;209.819;199.837;190.894;183.544;177.071;170.712;164.557;159.702;154.761;149.813;145.411;142.001;137.665;131.375;125.198;119.643;115.296;111.938;112.561;108.409;104.392;100.459;96.736;92.854;88.955;85.148;81.498;77.941;74.520;71.206;67.980;64.801;61.637;58.475;55.306;52.176;49.089;46.062;43.094;40.195;37.769;34.612;32.033;29.489;26.986;24.626;22.354;20.008;17.562;15.128;12.864;10.885;9.247;7.982;7.057;6.445;6.096;5.962;6.004;6.188;5.515;4.666;3.732;2.821;2.004;1.333;830;479;256;126;57;24;529;7.853.990;6.787.437;14.641.427
1954;Cabecera;91.773;85.539;82.239;79.353;77.705;75.527;73.381;71.363;69.361;67.531;65.855;64.303;62.914;61.592;60.642;59.891;59.401;59.203;59.350;59.163;59.059;58.721;57.851;56.490;54.943;53.348;51.539;49.487;47.179;44.869;42.490;40.326;38.497;36.968;35.534;34.172;33.068;31.898;30.614;29.358;28.278;27.030;25.561;24.276;23.172;22.248;21.484;21.376;20.510;19.668;19.014;18.395;17.704;16.961;16.170;15.423;14.669;13.916;13.163;12.421;11.680;10.934;10.174;9.410;8.670;7.965;7.286;6.669;6.110;5.661;5.097;4.644;4.203;3.764;3.362;2.983;2.614;2.243;1.884;1.561;1.280;1.050;874;742;650;593;559;549;551;481;398;314;230;162;106;66;38;20;11;5;41;110.904;103.698;99.733;96.248;92.160;88.823;85.606;82.415;79.372;76.500;73.510;71.045;68.710;66.804;65.296;64.173;63.446;63.020;62.931;63.301;63.642;63.624;62.846;61.388;59.738;58.007;56.011;53.770;51.334;48.872;46.340;43.982;42.010;40.368;38.807;37.227;36.032;34.719;33.318;32.018;30.969;29.665;27.889;26.223;24.769;23.648;22.807;23.005;22.209;21.497;20.824;20.207;19.453;18.598;17.709;16.869;16.061;15.318;14.626;13.959;13.295;12.651;12.021;11.402;10.784;10.173;9.541;8.893;8.261;7.781;7.049;6.520;6.005;5.489;5.005;4.540;4.053;3.558;3.059;2.603;2.201;1.877;1.624;1.441;1.317;1.245;1.208;1.200;1.217;1.070;889;701;524;366;238;149;84;44;22;10;130;202.677;189.237;181.972;175.601;169.865;164.350;158.987;153.778;148.733;144.031;139.365;135.348;131.624;128.396;125.938;124.064;122.847;122.223;122.281;122.464;122.701;122.345;120.697;117.878;114.681;111.355;107.550;103.257;98.513;93.741;88.830;84.308;80.507;77.336;74.341;71.399;69.100;66.617;63.932;61.376;59.247;56.695;53.450;50.499;47.941;45.896;44.291;44.381;42.719;41.165;39.838;38.602;37.157;35.559;33.879;32.292;30.730;29.234;27.789;26.380;24.975;23.585;22.195;20.812;19.454;18.138;16.827;15.562;14.371;13.442;12.146;11.164;10.208;9.253;8.367;7.523;6.667;5.801;4.943;4.164;3.481;2.927;2.498;2.183;1.967;1.838;1.767;1.749;1.768;1.551;1.287;1.015;754;528;344;215;122;64;33;15;171;2.789.570;3.138.293;5.927.863
1954;Centros Poblados y Rural Disperso;199.819;184.116;175.466;167.908;163.204;157.724;152.655;147.793;143.133;138.628;134.163;129.701;125.350;121.192;117.468;113.857;110.457;107.342;104.481;100.956;97.838;94.498;90.811;87.051;83.665;80.368;77.088;73.794;70.581;67.556;64.678;62.144;60.193;58.409;56.644;55.013;53.683;52.428;51.263;50.324;49.694;48.825;47.321;45.682;44.148;42.930;41.981;42.212;40.737;39.227;37.677;36.226;34.811;33.465;32.212;30.973;29.735;28.497;27.281;26.076;24.886;23.659;22.371;21.055;19.715;18.397;17.140;15.945;14.792;13.845;12.593;11.566;10.552;9.564;8.632;7.745;6.841;5.923;5.028;4.201;3.482;2.887;2.420;2.075;1.839;1.689;1.613;1.593;1.623;1.420;1.183;929;693;486;317;194;111;60;26;13;76;175.593;161.932;154.068;147.403;140.226;134.378;128.902;123.503;118.512;113.597;108.940;104.020;99.119;94.500;90.031;85.709;81.593;77.636;73.918;70.796;68.155;65.443;62.580;59.785;57.331;55.023;52.737;50.437;48.201;46.028;43.954;42.173;40.671;39.244;37.735;36.239;35.080;33.952;32.918;32.060;31.451;30.579;29.094;27.558;26.136;25.057;24.250;24.501;23.571;22.665;21.658;20.721;19.752;18.842;18.000;17.189;16.436;15.744;15.074;14.429;13.805;13.202;12.645;12.098;11.590;11.060;10.522;9.932;9.296;8.803;8.030;7.460;6.894;6.355;5.837;5.330;4.807;4.242;3.683;3.155;2.695;2.312;2.020;1.804;1.663;1.581;1.545;1.549;1.577;1.389;1.163;918;681;476;314;189;107;56;28;12;115;375.412;346.048;329.534;315.311;303.430;292.102;281.557;271.296;261.645;252.225;243.103;233.721;224.469;215.692;207.499;199.566;192.050;184.978;178.399;171.752;165.993;159.941;153.391;146.836;140.996;135.391;129.825;124.231;118.782;113.584;108.632;104.317;100.864;97.653;94.379;91.252;88.763;86.380;84.181;82.384;81.145;79.404;76.415;73.240;70.284;67.987;66.231;66.713;64.308;61.892;59.335;56.947;54.563;52.307;50.212;48.162;46.171;44.241;42.355;40.505;38.691;36.861;35.016;33.153;31.305;29.457;27.662;25.877;24.088;22.648;20.623;19.026;17.446;15.919;14.469;13.075;11.648;10.165;8.711;7.356;6.177;5.199;4.440;3.879;3.502;3.270;3.158;3.142;3.200;2.809;2.346;1.847;1.374;962;631;383;218;116;54;25;191;5.242.331;3.857.769;9.100.100
1954;Total;291.592;269.655;257.705;247.261;240.909;233.251;226.036;219.156;212.494;206.159;200.018;194.004;188.264;182.784;178.110;173.748;169.858;166.545;163.831;160.119;156.897;153.219;148.662;143.541;138.608;133.716;128.627;123.281;117.760;112.425;107.168;102.470;98.690;95.377;92.178;89.185;86.751;84.326;81.877;79.682;77.972;75.855;72.882;69.958;67.320;65.178;63.465;63.588;61.247;58.895;56.691;54.621;52.515;50.426;48.382;46.396;44.404;42.413;40.444;38.497;36.566;34.593;32.545;30.465;28.385;26.362;24.426;22.614;20.902;19.506;17.690;16.210;14.755;13.328;11.994;10.728;9.455;8.166;6.912;5.762;4.762;3.937;3.294;2.817;2.489;2.282;2.172;2.142;2.174;1.901;1.581;1.243;923;648;423;260;149;80;37;18;117;286.497;265.630;253.801;243.651;232.386;223.201;214.508;205.918;197.884;190.097;182.450;175.065;167.829;161.304;155.327;149.882;145.039;140.656;136.849;134.097;131.797;129.067;125.426;121.173;117.069;113.030;108.748;104.207;99.535;94.900;90.294;86.155;82.681;79.612;76.542;73.466;71.112;68.671;66.236;64.078;62.420;60.244;56.983;53.781;50.905;48.705;47.057;47.506;45.780;44.162;42.482;40.928;39.205;37.440;35.709;34.058;32.497;31.062;29.700;28.388;27.100;25.853;24.666;23.500;22.374;21.233;20.063;18.825;17.557;16.584;15.079;13.980;12.899;11.844;10.842;9.870;8.860;7.800;6.742;5.758;4.896;4.189;3.644;3.245;2.980;2.826;2.753;2.749;2.794;2.459;2.052;1.619;1.205;842;552;338;191;100;50;22;245;578.089;535.285;511.506;490.912;473.295;456.452;440.544;425.074;410.378;396.256;382.468;369.069;356.093;344.088;333.437;323.630;314.897;307.201;300.680;294.216;288.694;282.286;274.088;264.714;255.677;246.746;237.375;227.488;217.295;207.325;197.462;188.625;181.371;174.989;168.720;162.651;157.863;152.997;148.113;143.760;140.392;136.099;129.865;123.739;118.225;113.883;110.522;111.094;107.027;103.057;99.173;95.549;91.720;87.866;84.091;80.454;76.901;73.475;70.144;66.885;63.666;60.446;57.211;53.965;50.759;47.595;44.489;41.439;38.459;36.090;32.769;30.190;27.654;25.172;22.836;20.598;18.315;15.966;13.654;11.520;9.658;8.126;6.938;6.062;5.469;5.108;4.925;4.891;4.968;4.360;3.633;2.862;2.128;1.490;975;598;340;180;87;40;362;8.031.901;6.996.062;15.027.963
1955;Cabecera;95.762;89.377;85.952;83.022;80.240;78.600;76.367;74.278;72.231;70.305;68.568;66.967;65.471;64.037;62.780;61.890;61.202;60.768;60.659;60.795;60.466;60.264;59.698;58.529;56.882;55.250;53.501;51.532;49.282;46.896;44.482;42.092;39.900;38.192;36.720;35.284;33.972;32.801;31.525;30.171;28.910;27.802;26.625;25.312;24.097;22.989;22.063;21.322;21.271;20.430;19.715;19.052;18.379;17.627;16.815;16.040;15.276;14.510;13.736;12.969;12.205;11.451;10.689;9.911;9.147;8.403;7.674;7.000;6.393;5.835;5.394;4.819;4.367;3.920;3.492;3.096;2.733;2.376;2.022;1.686;1.381;1.120;911;747;625;542;485;453;435;434;372;306;233;171;118;77;47;26;17;7;31;114.571;107.287;103.255;99.666;96.265;92.262;88.948;85.787;82.575;79.648;76.626;74.087;71.715;69.545;67.832;66.508;65.550;64.947;64.617;64.511;64.636;64.825;64.498;63.349;61.622;59.858;57.984;55.871;53.501;51.025;48.482;45.882;43.573;41.729;40.174;38.601;37.045;35.778;34.372;32.926;31.624;30.571;29.321;27.622;26.009;24.559;23.447;22.627;22.878;22.136;21.517;20.852;20.207;19.383;18.485;17.608;16.755;15.949;15.215;14.514;13.826;13.145;12.467;11.814;11.151;10.522;9.878;9.234;8.591;7.950;7.477;6.712;6.184;5.652;5.141;4.663;4.196;3.732;3.247;2.775;2.337;1.963;1.653;1.416;1.242;1.123;1.046;1.000;982;982;848;697;543;398;272;178;107;60;32;16;95;210.333;196.664;189.207;182.688;176.505;170.862;165.315;160.065;154.806;149.953;145.194;141.054;137.186;133.582;130.612;128.398;126.752;125.715;125.276;125.306;125.102;125.089;124.196;121.878;118.504;115.108;111.485;107.403;102.783;97.921;92.964;87.974;83.473;79.921;76.894;73.885;71.017;68.579;65.897;63.097;60.534;58.373;55.946;52.934;50.106;47.548;45.510;43.949;44.149;42.566;41.232;39.904;38.586;37.010;35.300;33.648;32.031;30.459;28.951;27.483;26.031;24.596;23.156;21.725;20.298;18.925;17.552;16.234;14.984;13.785;12.871;11.531;10.551;9.572;8.633;7.759;6.929;6.108;5.269;4.461;3.718;3.083;2.564;2.163;1.867;1.665;1.531;1.453;1.417;1.416;1.220;1.003;776;569;390;255;154;86;49;23;126;2.892.801;3.248.559;6.141.360
1955;Centros Poblados y Rural Disperso;204.151;188.362;179.560;172.007;165.012;160.714;155.552;150.622;145.945;141.312;136.775;132.255;127.722;123.373;119.071;115.201;111.433;107.879;104.558;101.575;98.080;94.957;91.753;88.309;84.810;81.494;78.353;75.242;72.188;69.135;66.296;63.511;61.085;59.084;57.313;55.618;53.999;52.787;51.686;50.637;49.744;49.172;48.262;46.637;44.951;43.434;42.212;41.229;41.365;39.896;38.253;36.739;35.384;34.053;32.798;31.540;30.320;29.094;27.874;26.660;25.462;24.260;23.014;21.711;20.365;19.001;17.677;16.388;15.153;13.973;13.050;11.752;10.738;9.751;8.779;7.871;7.006;6.145;5.281;4.442;3.678;3.016;2.470;2.045;1.731;1.511;1.370;1.287;1.256;1.256;1.082;886;690;504;349;224;136;78;39;18;56;179.985;166.229;158.265;151.446;145.330;138.492;132.890;127.553;122.334;117.349;112.673;107.626;102.649;97.611;92.799;88.135;83.642;79.385;75.308;71.586;68.680;66.158;63.723;61.214;58.679;56.337;54.168;51.999;49.844;47.682;45.626;43.653;41.854;40.250;38.758;37.282;35.785;34.714;33.695;32.713;31.867;31.267;30.349;28.803;27.232;25.821;24.736;23.912;24.093;23.156;22.205;21.216;20.358;19.485;18.642;17.802;17.013;16.264;15.558;14.887;14.245;13.611;13.010;12.436;11.892;11.351;10.808;10.232;9.592;8.923;8.451;7.620;7.043;6.493;5.950;5.432;4.938;4.415;3.878;3.338;2.838;2.398;2.040;1.760;1.555;1.414;1.327;1.282;1.263;1.266;1.101;904;699;513;354;226;137;76;39;19;84;384.136;354.591;337.825;323.453;310.342;299.206;288.442;278.175;268.279;258.661;249.448;239.881;230.371;220.984;211.870;203.336;195.075;187.264;179.866;173.161;166.760;161.115;155.476;149.523;143.489;137.831;132.521;127.241;122.032;116.817;111.922;107.164;102.939;99.334;96.071;92.900;89.784;87.501;85.381;83.350;81.611;80.439;78.611;75.440;72.183;69.255;66.948;65.141;65.458;63.052;60.458;57.955;55.742;53.538;51.440;49.342;47.333;45.358;43.432;41.547;39.707;37.871;36.024;34.147;32.257;30.352;28.485;26.620;24.745;22.896;21.501;19.372;17.781;16.244;14.729;13.303;11.944;10.560;9.159;7.780;6.516;5.414;4.510;3.805;3.286;2.925;2.697;2.569;2.519;2.522;2.183;1.790;1.389;1.017;703;450;273;154;78;37;140;5.324.534;3.963.720;9.288.254
1955;Total;299.913;277.739;265.512;255.029;245.252;239.314;231.919;224.900;218.176;211.617;205.343;199.222;193.193;187.410;181.851;177.091;172.635;168.647;165.217;162.370;158.546;155.221;151.451;146.838;141.692;136.744;131.854;126.774;121.470;116.031;110.778;105.603;100.985;97.276;94.033;90.902;87.971;85.588;83.211;80.808;78.654;76.974;74.887;71.949;69.048;66.423;64.275;62.551;62.636;60.326;57.968;55.791;53.763;51.680;49.613;47.580;45.596;43.604;41.610;39.629;37.667;35.711;33.703;31.622;29.512;27.404;25.351;23.388;21.546;19.808;18.444;16.571;15.105;13.671;12.271;10.967;9.739;8.521;7.303;6.128;5.059;4.136;3.381;2.792;2.356;2.053;1.855;1.740;1.691;1.690;1.454;1.192;923;675;467;301;183;104;56;25;87;294.556;273.516;261.520;251.112;241.595;230.754;221.838;213.340;204.909;196.997;189.299;181.713;174.364;167.156;160.631;154.643;149.192;144.332;139.925;136.097;133.316;130.983;128.221;124.563;120.301;116.195;112.152;107.870;103.345;98.707;94.108;89.535;85.427;81.979;78.932;75.883;72.830;70.492;68.067;65.639;63.491;61.838;59.670;56.425;53.241;50.380;48.183;46.539;46.971;45.292;43.722;42.068;40.565;38.868;37.127;35.410;33.768;32.213;30.773;29.401;28.071;26.756;25.477;24.250;23.043;21.873;20.686;19.466;18.183;16.873;15.928;14.332;13.227;12.145;11.091;10.095;9.134;8.147;7.125;6.113;5.175;4.361;3.693;3.176;2.797;2.537;2.373;2.282;2.245;2.248;1.949;1.601;1.242;911;626;404;244;136;71;35;179;594.469;551.255;527.032;506.141;486.847;470.068;453.757;438.240;423.085;408.614;394.642;380.935;367.557;354.566;342.482;331.734;321.827;312.979;305.142;298.467;291.862;286.204;279.672;271.401;261.993;252.939;244.006;234.644;224.815;214.738;204.886;195.138;186.412;179.255;172.965;166.785;160.801;156.080;151.278;146.447;142.145;138.812;134.557;128.374;122.289;116.803;112.458;109.090;109.607;105.618;101.690;97.859;94.328;90.548;86.740;82.990;79.364;75.817;72.383;69.030;65.738;62.467;59.180;55.872;52.555;49.277;46.037;42.854;39.729;36.681;34.372;30.903;28.332;25.816;23.362;21.062;18.873;16.668;14.428;12.241;10.234;8.497;7.074;5.968;5.153;4.590;4.228;4.022;3.936;3.938;3.403;2.793;2.165;1.586;1.093;705;427;240;127;60;266;8.217.335;7.212.279;15.429.614
1956;Cabecera;100.079;93.513;89.960;86.903;84.072;81.269;79.597;77.418;75.294;73.322;71.488;69.824;68.277;66.732;65.362;64.159;63.329;62.693;62.341;62.214;62.211;61.775;61.342;60.472;59.011;57.273;55.479;53.565;51.389;49.054;46.558;44.129;41.708;39.641;37.988;36.513;35.127;33.747;32.465;31.116;29.756;28.467;27.429;26.407;25.164;23.943;22.835;21.931;21.250;21.207;20.509;19.773;19.046;18.315;17.492;16.697;15.907;15.131;14.343;13.555;12.767;11.988;11.217;10.435;9.657;8.887;8.118;7.395;6.731;6.126;5.560;5.136;4.543;4.083;3.645;3.224;2.844;2.492;2.148;1.814;1.496;1.212;975;781;631;523;445;394;361;344;337;287;228;175;126;87;55;33;23;11;26;118.586;111.184;107.077;103.408;99.890;96.553;92.569;89.304;86.114;83.014;79.925;77.364;74.917;72.712;70.735;69.205;68.044;67.204;66.693;66.336;65.963;65.927;65.804;65.103;63.680;61.832;59.918;57.919;55.672;53.256;50.693;48.075;45.524;43.346;41.589;40.019;38.469;36.841;35.474;34.022;32.571;31.267;30.263;29.087;27.442;25.830;24.393;23.299;22.537;22.815;22.165;21.565;20.854;20.149;19.279;18.394;17.506;16.656;15.862;15.120;14.400;13.695;12.980;12.279;11.583;10.910;10.249;9.591;8.950;8.299;7.632;7.182;6.380;5.833;5.306;4.801;4.321;3.874;3.415;2.953;2.499;2.089;1.734;1.446;1.224;1.062;947;869;822;796;782;667;542;413;297;204;130;78;43;23;78;218.665;204.697;197.037;190.311;183.962;177.822;172.166;166.722;161.408;156.336;151.413;147.188;143.194;139.444;136.097;133.364;131.373;129.897;129.034;128.550;128.174;127.702;127.146;125.575;122.691;119.105;115.397;111.484;107.061;102.310;97.251;92.204;87.232;82.987;79.577;76.532;73.596;70.588;67.939;65.138;62.327;59.734;57.692;55.494;52.606;49.773;47.228;45.230;43.787;44.022;42.674;41.338;39.900;38.464;36.771;35.091;33.413;31.787;30.205;28.675;27.167;25.683;24.197;22.714;21.240;19.797;18.367;16.986;15.681;14.425;13.192;12.318;10.923;9.916;8.951;8.025;7.165;6.366;5.563;4.767;3.995;3.301;2.709;2.227;1.855;1.585;1.392;1.263;1.183;1.140;1.119;954;770;588;423;291;185;111;66;34;104;3.004.926;3.368.392;6.373.318
1956;Centros Poblados y Rural Disperso;208.432;192.532;183.596;175.892;168.902;162.336;158.389;153.366;148.623;143.973;139.308;134.716;130.125;125.598;121.106;116.667;112.644;108.728;104.978;101.546;98.581;95.093;92.104;89.136;85.953;82.530;79.374;76.404;73.538;70.648;67.789;65.047;62.379;59.909;57.926;56.227;54.546;53.056;51.999;51.017;50.018;49.187;48.571;47.533;45.859;44.192;42.681;41.427;40.371;40.458;38.873;37.248;35.823;34.567;33.331;32.076;30.844;29.639;28.434;27.222;26.018;24.813;23.593;22.334;21.004;19.634;18.269;16.913;15.588;14.332;13.141;12.234;10.910;9.923;8.953;8.007;7.122;6.296;5.481;4.668;3.892;3.189;2.581;2.089;1.709;1.424;1.227;1.095;1.016;974;959;811;659;502;362;246;157;95;49;28;46;184.299;170.425;162.369;155.454;149.190;143.385;136.821;131.364;126.212;121.001;116.266;111.186;106.084;100.965;95.735;90.728;85.896;81.267;76.895;72.824;69.342;66.563;64.320;62.235;59.990;57.573;55.376;53.330;51.311;49.235;47.198;45.251;43.262;41.362;39.695;38.240;36.763;35.364;34.403;33.439;32.470;31.637;30.990;30.006;28.424;26.867;25.458;24.358;23.480;23.611;22.629;21.706;20.785;20.038;19.236;18.399;17.586;16.804;16.046;15.343;14.677;14.029;13.401;12.788;12.219;11.644;11.094;10.513;9.887;9.215;8.534;8.067;7.190;6.630;6.076;5.534;5.030;4.533;4.036;3.515;3.003;2.525;2.117;1.778;1.517;1.324;1.188;1.102;1.047;1.014;1.004;857;690;528;383;255;163;96;53;27;67;392.731;362.957;345.965;331.346;318.092;305.721;295.210;284.730;274.835;264.974;255.574;245.902;236.209;226.563;216.841;207.395;198.540;189.995;181.873;174.370;167.923;161.656;156.424;151.371;145.943;140.103;134.750;129.734;124.849;119.883;114.987;110.298;105.641;101.271;97.621;94.467;91.309;88.420;86.402;84.456;82.488;80.824;79.561;77.539;74.283;71.059;68.139;65.785;63.851;64.069;61.502;58.954;56.608;54.605;52.567;50.475;48.430;46.443;44.480;42.565;40.695;38.842;36.994;35.122;33.223;31.278;29.363;27.426;25.475;23.547;21.675;20.301;18.100;16.553;15.029;13.541;12.152;10.829;9.517;8.183;6.895;5.714;4.698;3.867;3.226;2.748;2.415;2.197;2.063;1.988;1.963;1.668;1.349;1.030;745;501;320;191;102;55;113;5.405.410;4.067.841;9.473.251
